Experiment	Run	SortedStrain	ProjectID	TaxID	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id		Sample	BioSample	SampleType		ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX13827967	ERR1941940	RN4220 (NCTC 8325 der.)	798259	367830	2017-12-19 7:27:50	2022-07-14 15:50:30	7330939	747755778	0	102	279		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR001/1941/ERR1941940/ERR1941940.lite.2	Staph_aureus_Co_II_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	189	50	ILLUMINA	Illumina HiSeq 1500	ERP022652	PRJEB20495			ERS1672382	SAMEA103983214	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983214							no					Anika Winkler	ERA886813		public	A02DB30293DB0EA3184BFC62065FEC62	7B1EEBFCDEEFB7349201B81C0E923D4F		
SRX13827968	ERR1941941	RN4220 (NCTC 8325 der.)	798259	367830	2017-12-19 7:27:50	2021-10-21 21:16:00	3175369	476305350	3175369	150	202		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR001/1941/ERR1941941/ERR1941941.lite.2	Staph_aureus_Co_III_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	178	50	ILLUMINA	Illumina MiSeq	ERP022652	PRJEB20495			ERS1672383	SAMEA103983215	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983215							no					Anika Winkler	ERA886813		public	6F48F52B3FDA33C2CD4A70C3AADC5E1A	946CA7BF66D14E60D31E096831106D83		
SRX13827969	ERR1941942	RN4220 (NCTC 8325 der.)	798259	367830	2017-12-19 7:27:50	2022-07-23 17:34:56	4052192	607828800	0	150	266		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR001/1941/ERR1941942/ERR1941942.lite.2	Staph_aureus_NaOCl_I_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	177	50	ILLUMINA	Illumina MiSeq	ERP022652	PRJEB20495			ERS1672384	SAMEA103983216	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983216							no					Anika Winkler	ERA886813		public	50F0AB66F4EE95ED14180E109AD2A631	36DD3E2F02CA0F85C417058BCEC60627		
SRX13827970	ERR1941943	RN4220 (NCTC 8325 der.)	798259	367830	2017-12-19 7:27:50	2022-07-21 22:18:48	4430256	664538400	4430256	150	282		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR001/1941/ERR1941943/ERR1941943.lite.2	Staph_aureus_NaOCl_II_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	176	50	ILLUMINA	Illumina MiSeq	ERP022652	PRJEB20495			ERS1672385	SAMEA103983217	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983217							no					Anika Winkler	ERA886813		public	17FDA8FAA3EB071A07BC93E70A07F933	E7411F2F8227328813C8AD2557721E40		
SRX14043139	ERR1941944	HG003 pRMC2 ms2	803435	367830	2017-12-19 7:27:50	2022-07-17 10:59:42	4375696	656354400	4375696	150	280		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR001/1941/ERR1941944/ERR1941944.lite.2	Staph_aureus_NaOCl_III_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	182	50	ILLUMINA	Illumina MiSeq	ERP022652	PRJEB20495			ERS1672386	SAMEA103983218	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983218							no					Anika Winkler	ERA886813		public	344501A0EAA3F1B415D37A0AB36C0F96	AB8E777D7747BDD3A3743AFF829E1D45		
SRX14043140	ERR1941973	HG003 pRMC2 ms2	803435	367830	2019-04-02 8:08:43	2021-10-21 21:16:08	4068854	610328100	4068854	150	277		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR001/1941/ERR1941973/ERR1941973.lite.2	Staph_aureus_Allicin_I_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	169	50	ILLUMINA	Illumina MiSeq	ERP022653	PRJEB20496			ERS1672415	SAMEA103983247	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983247							no					Anika Winkler	ERA886816		public	E1E17A549048CE20F4AA2315363A4A73	B35C0918E912B79CFD13CF3689273567		
SRX14043141	ERR1941974	HG003 pRMC2 ms2	803435	367830	2019-04-02 8:08:43	2022-07-14 6:25:46	6995024	1049253600	6995024	150	462		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR001/1941/ERR1941974/ERR1941974.lite.2	Staph_aureus_Allicin_II_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	171	50	ILLUMINA	Illumina MiSeq	ERP022653	PRJEB20496			ERS1672416	SAMEA103983248	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983248							no					Anika Winkler	ERA886816		public	C898387FD51B55AB0E3F643FDDDB6A7B	379D0AE6D7B3FF3ECAC8DE220FBB8D03		
SRX14043142	ERR1941975	HG003 pRMC2 ms2	803435	367830	2019-04-02 8:08:43	2022-07-22 1:29:13	6224942	933741300	6224942	150	409		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR001/1941/ERR1941975/ERR1941975.lite.2	Staph_aureus_Allicin_III_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	168	50	ILLUMINA	Illumina MiSeq	ERP022653	PRJEB20496			ERS1672417	SAMEA103983249	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983249							no					Anika Winkler	ERA886816		public	FD1CDF64D08EDF160741C153458D1C77	C70FF94598B621F55F9B0168CAFAC2BE		
SRX14043143	ERR1941976	HG003 pRMC2 ms2	803435	367830	2019-04-02 8:08:43	2021-10-21 21:16:06	3444883	516732450	3444883	150	224		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR001/1941/ERR1941976/ERR1941976.lite.2	Staph_aureus_Co_I_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	186	50	ILLUMINA	Illumina MiSeq	ERP022653	PRJEB20496			ERS1672418	SAMEA103983250	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983250							no					Anika Winkler	ERA886816		public	FB73C5230CF0317234B99721C6D59B2C	850D6D92C2860855F5D70160B6186361		
SRX14043144	ERR1941977	HG003 pRMC2 ms2	803435	367830	2019-04-02 8:08:43	2021-10-21 21:16:49	4097578	614636700	4097578	150	271		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR001/1941/ERR1941977/ERR1941977.lite.2	Staph_aureus_Co_II_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	180	50	ILLUMINA	Illumina MiSeq	ERP022653	PRJEB20496			ERS1672419	SAMEA103983251	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983251							no					Anika Winkler	ERA886816		public	B582BD600A7CC45FBD2941F1A58210D9	2F8C77FF63E7DBD1A0DB84D79119048E		
SRX14468428	ERR1941978	SH1000D	816476	367830	2019-04-02 8:08:43	2021-10-21 21:16:34	4430809	664621350	4430809	150	284		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR001/1941/ERR1941978/ERR1941978.lite.2	Staph_aureus_Co_III_p	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	183	50	ILLUMINA	Illumina MiSeq	ERP022653	PRJEB20496			ERS1672420	SAMEA103983252	simple		Staphylococcus aureus subsp. aureus USA300	SAMEA103983252							no					Anika Winkler	ERA886816		public	1CE47419EDBDC6E51B720AB8D8A0E3CA	B29C9B80E9490175C8A31814B637B789		
SRX14468429	ERR022155	SH1000D	816476	1280	2011-03-18 11:37:43	2012-07-22 3:32:12	2904948	334069020	0	115	173		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022155/ERR022155.sralite.1	NT202641N	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	196	50	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002285	SAMEA931456	simple		Staphylococcus aureus	SAMEA931456							no					SC	ERA015098		public	E05CD2F3DA7605D552C3D6F77D4F576D	D1DCBAE346C284013ACF5188CEC3904B		
SRX14468430	ERR022156	SH1000D	816476	1280	2011-03-18 11:37:43	2012-07-22 3:40:16	5332005	613180575	0	115	315		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022156/ERR022156.sralite.1	NT202642O	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	196	46	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002295	SAMEA931433	simple		Staphylococcus aureus	SAMEA931433							no					SC	ERA015098		public	F6BA5E9E38415709283D6B6076C78DB3	894D58FFD5AFD6EE624EFE0761449A8F		
SRX14468431	ERR022157	SH1000D	816476	1280	2011-03-18 11:37:43	2012-07-22 3:29:05	3595806	413517690	0	115	211		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022157/ERR022157.sralite.1	NT202643P	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	182	53	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002294	SAMEA931415	simple		Staphylococcus aureus	SAMEA931415							no					SC	ERA015098		public	EBE481A80E2FFB9CE06CCAE4A8506A48	A074391A0DD3C2C65CB1E401D2EA1D31		
SRX14468432	ERR022158	SH1000D	816476	1280	2011-03-18 11:37:43	2012-07-22 3:34:49	4230731	486534065	0	115	248		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022158/ERR022158.sralite.1	NT202644Q	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	198	50	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002293	SAMEA931411	simple		Staphylococcus aureus	SAMEA931411							no					SC	ERA015098		public	3FFA149DA49D8BD7FF6BF1E27173AD23	2A8333AEA752D7DF4055DBCE06552A83		
SRX14468433	ERR022159	SH1000D	816476	1280	2011-03-18 11:37:43	2012-07-22 3:42:48	5775272	664156280	0	115	336		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022159/ERR022159.sralite.1	NT202645R	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	190	50	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002292	SAMEA931410	simple		Staphylococcus aureus	SAMEA931410							no					SC	ERA015098		public	DED649A55A647ED354DBCD8FA836EAE2	E961D12AB6C855465393132ACD5B1090		
SRX16159629	ERR022160	RN4220	857994	1280	2011-03-18 11:37:43	2012-07-22 3:32:00	2768239	318347485	0	115	164		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022160/ERR022160.sralite.1	NT202646S	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	191	50	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002291	SAMEA931413	simple		Staphylococcus aureus	SAMEA931413							no					SC	ERA015098		public	1077045020FBD6D17E943D030F28D748	C020EAB0FCA7308F06AF4ECC40AF8235		
SRX16159630	ERR022161	RN4220	857994	1280	2011-03-18 11:37:43	2012-07-22 3:40:28	3059283	351817545	0	115	179		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022161/ERR022161.sralite.1	NT202647T	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	208	56	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002290	SAMEA931412	simple		Staphylococcus aureus	SAMEA931412							no					SC	ERA015098		public	328B3A9801508990852DEFD6EAAF9462	5DDB3DD56F1E54FAB1B6EF3F895ED78E		
SRX16159631	ERR022162	RN4220	857994	1280	2011-03-18 11:37:43	2012-07-22 3:32:58	2503909	287949535	0	115	147		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022162/ERR022162.sralite.1	NT202648U	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	191	44	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002289	SAMEA931459	simple		Staphylococcus aureus	SAMEA931459							no					SC	ERA015098		public	E62EDC5B59EC1E809FD4B67428FBE228	C5B732977B36C929C0116843EC8C5ABF		
SRX16159632	ERR022180	RN4220	857994	1280	2011-03-18 11:37:44	2012-07-22 3:27:19	1541345	177254675	0	115	93		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022180.sralite.1	NT202628Q	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002273	SAMEA931470	simple		Staphylococcus aureus	SAMEA931470							no					SC	ERA015098		public	0F8E2F864EE0ED246C62E90A8FE561DE	135B6E9AEFB82D755ABEEB251C0530F9		
SRX16159633	ERR022181	RN4220	857994	1280	2011-03-18 11:37:44	2012-07-22 3:29:26	1989887	228837005	0	115	109		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022181.sralite.1	NT202629R	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002283	SAMEA931454	simple		Staphylococcus aureus	SAMEA931454							no					SC	ERA015098		public	B7FAB386A2BAE7D834CD4986D0C5E250	E80852C0C657A8A57C065C739600762E		
SRX16159634	ERR022182	RN4220	857994	1280	2011-03-18 11:37:44	2012-07-22 3:50:13	4878551	561033365	0	115	265		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022182.sralite.1	NT202630K	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002282	SAMEA931455	simple		Staphylococcus aureus	SAMEA931455							no					SC	ERA015098		public	9569ED9A6EA1941229A2547FB5EA582C	3D196A6660B6BCAE5F9195A1CEB87276		
SRX16159635	ERR022183	RN4220	857994	1280	2011-03-18 11:37:44	2012-07-22 3:50:15	3485600	400844000	0	115	196		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022183.sralite.1	NT202631L	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002281	SAMEA931452	simple		Staphylococcus aureus	SAMEA931452							no					SC	ERA015098		public	1883AA139414BADAEE0D53AC472437AB	8BF58E0F309DC020A67A20FCB9ECF733		
SRX16159636	ERR022184	RN4220	857994	1280	2011-03-18 11:37:44	2012-07-22 3:58:18	11803257	1357374555	0	115	647		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022184.sralite.1	NT202632M	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002280	SAMEA931453	simple		Staphylococcus aureus	SAMEA931453							no					SC	ERA015098		public	53A0BD210BE104B5159FD92347EEE0F4	DDFC1FA729116064648FE1942197AB7F		
SRX16159637	ERR022185	RN4220	857994	1280	2011-03-18 11:37:44	2012-07-22 3:32:22	4527372	520647780	0	115	252		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022185.sralite.1	NT202633N	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002279	SAMEA931472	simple		Staphylococcus aureus	SAMEA931472							no					SC	ERA015098		public	65A0AD74A8F2250AF3ACC372018E7299	5E4862D52781051E30EAA2796A244230		
SRX1648205	ERR022144	NCTC 8325	315768	1280	2011-03-18 11:37:43	2012-07-22 3:39:16	5864744	674445560	0	115	327		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022144.sralite.1	NT202634O	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002278	SAMEA931471	simple		Staphylococcus aureus	SAMEA931471							no					SC	ERA015098		public	45AF9E92666EB5D9ABA6DF1DB04AC22A	87642B617681BD4A014E09BBCEE473CB		
SRX1648206	ERR022145	NCTC 8325	315768	1280	2011-03-18 11:37:43	2012-07-22 3:33:23	4940797	568191655	0	115	272		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022145.sralite.1	NT202635P	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002277	SAMEA931467	simple		Staphylococcus aureus	SAMEA931467							no					SC	ERA015098		public	B1034DA784B73E7A0430A4991E48629C	839D66CC14BD1AE04E6BDE4A2AB03C4D		
SRX1648207	ERR022146	NCTC 8325	315768	1280	2011-03-18 11:37:43	2012-07-22 3:37:06	8896832	1023135680	0	115	491		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022146.sralite.1	NT202636Q	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002276	SAMEA931466	simple		Staphylococcus aureus	SAMEA931466							no					SC	ERA015098		public	28E849C73AC53DE792ABE75116DEC1F2	3B275E22538C974C48C9968BE224A187		
SRX1648208	ERR022141	NCTC 8325	315768	1280	2011-03-18 11:37:43	2012-07-22 3:37:34	7298098	839281270	0	115	409		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022141.sralite.1	NT202637R	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002275	SAMEA931473	simple		Staphylococcus aureus	SAMEA931473							no					SC	ERA015098		public	EECC3A55538573624AC363D3CE822061	7A50BBE3EDDF89BF6C3D89F81DA2A948		
SRX1648209	ERR022142	NCTC 8325	315768	1280	2011-03-18 11:37:43	2012-07-22 3:40:59	4217440	485005600	0	115	246		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022142.sralite.1	NT202638S	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002274	SAMEA931464	simple		Staphylococcus aureus	SAMEA931464							no					SC	ERA015098		public	09F57FC863FFC38E718DE5EB1DFE5D2B	5755EF5A26D9B024AEF5FA503CD120EA		
SRX1648210	ERR022143	NCTC 8325	315768	1280	2011-03-18 11:37:43	2012-07-22 3:39:39	6093931	700802065	0	115	334		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022143.sralite.1	NT202639T	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002284	SAMEA931457	simple		Staphylococcus aureus	SAMEA931457							no					SC	ERA015098		public	5009C5C3D2CEBAD4386A7D128273D32D	E08649F411FA7445542E6D5CF1777183		
SRX1648211	ERR022173	NCTC 8325	315768	1280	2011-03-18 11:37:44	2012-07-22 3:36:09	1500955	172609825	0	115	93		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022173.sralite.1	NT202628Q	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002273	SAMEA931470	simple		Staphylococcus aureus	SAMEA931470							no					SC	ERA015098		public	BCE2CA34547A242D77244585254C6A65	6FC373FDF83F4B7D25B6B72A616A0083		
SRX1648212	ERR022174	NCTC 8325	315768	1280	2011-03-18 11:37:44	2012-07-22 3:28:11	1925541	221437215	0	115	108		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022174.sralite.1	NT202629R	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002283	SAMEA931454	simple		Staphylococcus aureus	SAMEA931454							no					SC	ERA015098		public	45D10CB458EAFE62FA9C9FA9AA8F4534	C3A0A6C97EBD712F7A402EABFA764F8C		
SRX17761060	ERR022175	8325	885804	1280	2011-03-18 11:37:44	2012-07-22 3:37:26	4712531	541941065	0	115	264		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022175.sralite.1	NT202630K	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002282	SAMEA931455	simple		Staphylococcus aureus	SAMEA931455							no					SC	ERA015098		public	B0CA2EA003EC7A83FA65AB5A79FDBDA9	946926A7E4898C57ADB8C6A297BEFC7F		
SRX17761061	ERR022176	8325	885804	1280	2011-03-18 11:37:44	2012-07-22 3:40:37	3374394	388055310	0	115	195		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022176.sralite.1	NT202631L	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002281	SAMEA931452	simple		Staphylococcus aureus	SAMEA931452							no					SC	ERA015098		public	9F2D3868D0B7B2B9AE0C55B1448F308D	02523A9897332C625CA07519E8BC5530		
SRX17761062	ERR022177	8325	885804	1280	2011-03-18 11:37:44	2012-07-22 3:47:36	11416584	1312907160	0	115	642		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022177.sralite.1	NT202632M	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002280	SAMEA931453	simple		Staphylococcus aureus	SAMEA931453							no					SC	ERA015098		public	8D259BE4317AE012AC8F2890C1D64430	AF877F4C733CC16F3BC222312F495F23		
SRX17761063	ERR022178	8325	885804	1280	2011-03-18 11:37:44	2012-07-22 3:37:33	4383423	504093645	0	115	250		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR000/022/ERR022178.sralite.1	NT202633N	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP019539	PRJEB17669			ERS002279	SAMEA931472	simple		Staphylococcus aureus	SAMEA931472							no					SC	ERA015098		public	27A0CA60BA47F22C189159B93FE7F589	2ED360E501C652822FC3E196421DE452		
SRX17761064	ERR022151	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:34:53	5836215	671164725	0	115	323		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022151/ERR022151.sralite.1	NT202634O	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002278	SAMEA931471	simple		Staphylococcus aureus	SAMEA931471							no					SC	ERA015098		public	1A185ED9D95C5E630ABABE3DDA91BE3D	E5054BA138492522F6D1934B4802B036		
SRX17761065	ERR022152	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:33:46	4916286	565372890	0	115	269		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022152/ERR022152.sralite.1	NT202635P	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002277	SAMEA931467	simple		Staphylococcus aureus	SAMEA931467							no					SC	ERA015098		public	518F9031C68ED2F5DCBE397B22BD0240	AEBB757E91371C95A9799187BA5A9292		
SRX17761066	ERR022153	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:39:59	8847383	1017449045	0	115	486		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022153/ERR022153.sralite.1	NT202636Q	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002276	SAMEA931466	simple		Staphylococcus aureus	SAMEA931466							no					SC	ERA015098		public	5073BC57135F94953D92D9DDDD7BF4E9	86D12F522C1E062AAAA8EC499BF5EB1F		
SRX17761067	ERR022148	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:39:45	7261498	835072270	0	115	405		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022148/ERR022148.sralite.1	NT202637R	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002275	SAMEA931473	simple		Staphylococcus aureus	SAMEA931473							no					SC	ERA015098		public	7AF7F9958AD80FFD5D3F13E38F844A4E	DDBF76FE31A80BBB1C9ED556B6AA02AA		
SRX17761068	ERR022149	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:37:09	4209828	484130220	0	115	244		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022149/ERR022149.sralite.1	NT202638S	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002274	SAMEA931464	simple		Staphylococcus aureus	SAMEA931464							no					SC	ERA015098		public	4F6B77B0357FF26AE47F10F7228A4260	C78ABE77EC24FC20DAA321ED199163D3		
SRX17761069	ERR022150	8325	885804	1280	2011-03-18 11:37:43	2012-07-22 3:39:44	6061955	697124825	0	115	330		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/022/ERR022150/ERR022150.sralite.1	NT202639T	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	200	0	ILLUMINA	Illumina Genome Analyzer II	ERP018002	PRJEB16150			ERS002284	SAMEA931457	simple		Staphylococcus aureus	SAMEA931457							no					SC	ERA015098		public	D53F0860EA2D55C51DBCAA38539587FB	960B5DF8348A82CCCF702ABE0C245000		
